33.4458,-112.069,0
33.466,-112.068,0
33.4507,-112.07,0
33.4758,-112.074,0
33.4795,-112.074,0
33.4294,-112.074,0
33.4685,-112.075,0
33.4794,-112.074,0
33.4668,-112.066,0
33.4633,-112.074,0
33.4766,-112.074,0
33.4581,-112.074,0
33.474,-112.074,0
33.4493,-112.075,0
33.4701,-112.075,0
33.4654,-112.069,0
33.4522,-112.069,0
33.4484,-112.074,0
33.4484,-112.072,0
33.4493,-112.066,0
33.4488,-112.074,0
33.48,-112.079,0
33.4485,-112.074,0
33.4559,-112.074,0
33.4725,-112.072,0
33.4522,-112.069,0
33.4795,-112.074,0
33.4517,-112.069,0
33.4565,-112.074,0
33.4795,-112.074,0
33.4509,-112.066,0
33.4493,-112.066,0
33.4581,-112.074,0
33.4644,-112.07,0
33.4641,-112.074,0
33.4516,-112.071,0
33.4485,-112.074,0
33.4501,-112.074,0
33.4425,-112.066,0
33.5087,-112.073,0
33.4642,-112.074,0
33.445,-112.071,0
33.4579,-112.069,0
33.4738,-112.073,0
33.4555,-112.071,0
33.4548,-112.087,0
33.4471,-112.071,0
33.4485,-112.071,0
33.4445,-112.074,0
33.4471,-112.071,0
33.4763,-112.074,0
33.5303,-112.026,0
33.4788,-112.074,0
33.4484,-112.075,0
33.4492,-112.077,0
33.467,-112.067,0
33.4779,-112.073,0
33.4657,-112.071,0
33.4794,-112.073,0
35.2274,-80.8407,1
35.2254,-80.844,1
43.4772,-80.5192,1
43.4634,-80.5273,1
35.2207,-80.8428,1
43.4752,-80.5244,1
35.2327,-80.8361,1
35.2771,-80.7284,1
35.2283,-80.841,1
35.2248,-80.8422,1
43.5094,-80.5545,1
43.4704,-80.5151,1
43.4623,-80.521,1
43.4846,-80.525,1
35.2284,-80.8426,1
35.234,-80.8418,1
43.4859,-80.5266,1
35.228,-80.8414,1
35.2259,-80.8469,1
43.4771,-80.5257,1
35.089,-80.8671,1
43.461,-80.5223,1
35.2302,-80.8473,1
35.2236,-80.8496,1
43.4776,-80.5251,1
43.4724,-80.5354,1
43.4722,-80.5393,1
43.4787,-80.5204,1
35.2278,-80.8395,1
43.4794,-80.5211,1
43.4723,-80.5362,1
35.2267,-80.8423,1
43.5031,-80.5352,1
35.228,-80.8434,1
43.4729,-80.534,1
35.0579,-80.8174,1
43.4756,-80.5178,1
43.4724,-80.5386,1
43.4794,-80.5211,1
35.2216,-80.8393,1
35.224,-80.8465,1
43.4646,-80.5246,1
43.4647,-80.5223,1
35.1879,-80.8319,1
35.0564,-80.8481,1
35.2271,-80.8396,1
35.2255,-80.8452,1
43.472,-80.5364,1
43.467,-80.5227,1
35.2239,-80.8447,1
43.4771,-80.5257,1
43.4596,-80.5194,1
35.2278,-80.8411,1
43.4783,-80.5184,1
35.2288,-80.8413,1
35.1467,-80.8283,1
35.2284,-80.8547,1
35.226,-80.8531,1
35.2336,-80.8408,1
43.5065,-80.5552,1
43.4774,-80.525,1
43.4698,-80.5225,1
35.2239,-80.8473,1
35.2273,-80.8401,1
35.2258,-80.8465,1
43.4895,-80.4938,1
35.0965,-80.7838,1
43.472,-80.5391,1
43.4636,-80.5235,1
43.4647,-80.5219,1
43.4724,-80.5354,1
35.233,-80.844,1
43.4721,-80.5366,1
43.4711,-80.5137,1
35.2285,-80.8346,1
35.228,-80.8434,1
35.2251,-80.8393,1
43.4667,-80.5238,1
43.472,-80.5366,1
43.4728,-80.5378,1
43.4723,-80.5362,1
35.228,-80.8434,1
35.2293,-80.8425,1
35.0953,-80.7791,1
43.472,-80.5366,1
35.2342,-80.85,1
43.4745,-80.5281,1
43.4726,-80.5383,1
43.4667,-80.5229,1
43.5025,-80.5312,1
35.2263,-80.8458,1
43.4771,-80.5257,1
